Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	call	note number
1	Spectrogram 1	1	86.393589525	86.576258485	523.2	4081.1	quank	1
2	Spectrogram 1	1	109.535448229	111.768723573	1220.8	7952.8	wurp	15
3	Spectrogram 1	1	117.673664327	119.800873824	1011.5	6418.1	wurp	13
4	Spectrogram 1	1	125.431996204	127.688841737	767.4	5057.7	wurp	14
5	Spectrogram 1	1	143.499763100	144.837371287	627.9	5476.3	wurp	8
6	Spectrogram 1	1	149.390157359	151.328805349	558.1	5301.9	wurp	12
7	Spectrogram 1	1	155.388704832	157.515914329	802.3	6069.3	wurp	13
8	Spectrogram 1	1	165.909227766	167.824305567	941.8	7673.8	wurp	12
9	Spectrogram 1	1	172.795462675	174.421805669	802.3	6871.5	wurp	10
10	Spectrogram 1	1	179.435254193	181.786380479	802.3	5580.9	wurp	17
11	Spectrogram 1	1	202.916118648	207.123397265	174.4	3174.2	rapid	31
12	Spectrogram 1	1	293.898893307	297.469776839	174.4	3034.6	rapid	27
13	Spectrogram 1	1	302.545956014	304.054448067	348.8	3836.9	rapid	13
