Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	call	note number
32	Spectrogram 1	1	122.709851815	124.387815983	1051.500	3319.600	wurp	14
34	Spectrogram 1	1	127.501421413	128.934228479	976.400	3274.600	wurp	12
35	Spectrogram 1	1	133.165284063	135.028478042	630.900	3454.800	rapid	15
36	Spectrogram 1	1	137.782861746	139.379106881	886.200	4040.600	wurp	13
37	Spectrogram 1	1	144.713198503	146.554600739	976.400	3499.900	wurp	15
38	Spectrogram 1	1	150.117490290	151.528505613	1126.600	3605.000	wurp	12
39	Spectrogram 1	1	154.501429918	155.841622079	1081.500	3860.400	wurp	11
40	Spectrogram 1	1	159.942269055	161.391419928	1111.500	3439.800	wurp	12
41	Spectrogram 1	1	163.981119302	165.038018811	1066.500	3514.900	wurp	9
42	Spectrogram 1	1	169.478990840	171.521966694	721.000	3484.900	wurp	17
43	Spectrogram 1	1	176.607383324	177.920335807	691.000	3544.900	wurp	11
44	Spectrogram 1	1	183.883493247	188.013028440	360.500	3785.300	quank	12
45	Spectrogram 1	1	189.448669523	189.573972042	495.700	3304.600	quank	1
46	Spectrogram 1	1	191.758594222	191.927480226	510.700	3214.500	quank	1
47	Spectrogram 1	1	193.669171083	193.810817409	495.700	3439.800	quank	1
48	Spectrogram 1	1	199.897065992	199.973337091	465.600	4130.800	squeak	1
49	Spectrogram 1	1	201.003620098	201.079891196	525.700	3995.600	squeak	1
50	Spectrogram 1	1	208.513367897	209.613850891	450.600	3650.100	quank	2
52	Spectrogram 1	1	231.421072609	232.684993671	510.700	3499.900	quank	3
53	Spectrogram 1	1	241.706031189	242.604940564	345.500	4115.700	quank	2
54	Spectrogram 1	1	245.246505820	246.216238359	345.500	3695.100	quank	2
55	Spectrogram 1	1	251.993542812	252.195116430	300.400	3695.100	quank	1
56	Spectrogram 1	1	255.893581194	256.928688961	495.700	3469.800	quank	2
57	Spectrogram 1	1	263.671243040	263.851024915	525.700	3890.400	quank	1
58	Spectrogram 1	1	265.275147307	265.471272989	450.600	3499.900	quank	1
59	Spectrogram 1	1	266.822361021	267.034830510	465.600	3469.800	quank	1
60	Spectrogram 1	1	269.383172087	269.595641576	240.300	3575.000	quank	1
61	Spectrogram 1	1	279.849500563	279.980251018	645.900	3770.200	quank	1
62	Spectrogram 1	1	281.037150526	281.189692724	570.800	3469.800	quank	1
63	Spectrogram 1	1	283.541894038	283.694436235	450.600	4115.700	quank	1
64	Spectrogram 1	1	287.886733093	288.044723226	570.800	3499.900	quank	1
65	Spectrogram 1	1	289.723310571	290.333479359	721.000	3469.800	quank	2
66	Spectrogram 1	1	291.526577258	292.458174248	540.800	3484.900	quank	2
67	Spectrogram 1	1	294.190899101	294.348889234	405.600	3484.900	quank	1
68	Spectrogram 1	1	297.273747142	298.161760646	420.600	3995.600	quank	2
69	Spectrogram 1	1	300.458517759	300.621955828	465.600	3875.400	quank	1
70	Spectrogram 1	1	301.662511530	303.438538539	495.700	3680.100	quank	3
71	Spectrogram 1	1	304.615573960	304.779012029	555.800	3740.200	quank	1
72	Spectrogram 1	1	305.966661992	306.130100060	736.000	3770.200	quank	1
73	Spectrogram 1	1	308.168874331	310.614997421	916.300	3650.100	quank	4
74	Spectrogram 1	1	312.300620722	312.474954662	420.600	3605.000	quank	1
75	Spectrogram 1	1	317.385072329	317.543062462	751.000	3379.700	quank	1
76	Spectrogram 1	1	318.839671138	320.201655040	811.100	3484.900	quank	3
77	Spectrogram 1	1	325.064671334	326.573749498	405.600	3725.200	quank	3
78	Spectrogram 1	1	333.383266826	335.497065843	736.000	3575.000	quank	3
79	Spectrogram 1	1	340.749438610	341.463118175	480.700	4055.600	quank	2
80	Spectrogram 1	1	343.757945420	343.905039681	570.800	3995.600	quank	1
81	Spectrogram 1	1	349.860537810	350.007632072	675.900	4010.600	quank	1
