Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	call	note number
1	Spectrogram 1	1	77.921799538	78.077066451	679.8	5055.8	quank	1
2	Spectrogram 1	1	78.286079602	78.357741254	616.0	4949.6	squeak	1
3	Spectrogram 1	1	93.229825769	93.420923507	594.8	5395.7	squeak	2
4	Spectrogram 1	1	99.149933160	99.771000810	424.9	4121.1	squeak	2
5	Spectrogram 1	1	102.703465117	102.787070377	764.7	5310.7	squeak	1
6	Spectrogram 1	1	103.802277113	103.879910570	679.8	4907.1	squeak	1
7	Spectrogram 1	1	106.507812856	106.591418117	743.5	5140.8	squeak	1
8	Spectrogram 1	1	115.877132987	115.966710052	594.8	4524.7	squeak	1
9	Spectrogram 1	1	123.146493438	124.496121216	637.3	5310.7	squeak	3
10	Spectrogram 1	1	126.990902888	127.080479953	616.0	5077.0	squeak	1
11	Spectrogram 1	1	144.892432921	144.958122769	807.2	5863.0	squeak	1
12	Spectrogram 1	1	159.386552844	159.577650582	743.5	5480.6	squeak	2
13	Spectrogram 1	1	162.385764818	162.493257296	552.3	5225.7	squeak	1
14	Spectrogram 1	1	179.134053515	179.229602384	424.9	4673.4	squeak	1
15	Spectrogram 1	1	180.716581662	180.800186923	446.1	4864.6	squeak	1
16	Spectrogram 1	1	183.050807913	183.134413174	764.7	4864.6	squeak	1
17	Spectrogram 1	1	186.036710077	186.729439379	913.4	4928.3	squeak	2
18	Spectrogram 1	1	192.836038905	192.931587774	637.3	4567.2	squeak	1
19	Spectrogram 1	1	200.536427086	200.667806781	807.2	4099.9	squeak	1
20	Spectrogram 1	1	202.721732751	204.889497723	977.2	7031.4	squeak	4
21	Spectrogram 1	1	208.926371307	208.980117546	913.4	5969.2	squeak	1
22	Spectrogram 1	1	210.090873151	211.661457690	573.6	6967.6	squeak	3
23	Spectrogram 1	1	213.319129132	213.408706197	849.7	6160.4	squeak	1
24	Spectrogram 1	1	217.416095283	217.517615957	616.0	4524.7	squeak	1
25	Spectrogram 1	1	220.178550526	220.948913285	552.3	5204.5	squeak	3
26	Spectrogram 1	1	223.298256210	223.417692297	658.5	5820.5	squeak	1
27	Spectrogram 1	1	224.361237380	224.677743010	679.8	5544.4	squeak	2
28	Spectrogram 1	1	227.420167397	227.479885441	807.2	4652.2	squeak	1
29	Spectrogram 1	1	228.513007590	228.578697437	552.3	4843.4	squeak	1
30	Spectrogram 1	1	233.202923289	233.489569896	828.5	5438.2	squeak	2
31	Spectrogram 1	1	238.860271289	238.937904745	807.2	5438.2	squeak	1
32	Spectrogram 1	1	245.847899312	245.913589160	339.9	4843.4	squeak	1
33	Spectrogram 1	1	251.817896580	251.925389058	573.6	4652.2	squeak	1
34	Spectrogram 1	1	254.962547300	257.124340467	1147.1	5098.3	squeak	5
35	Spectrogram 1	1	262.672763647	263.114677167	1210.8	5714.3	squeak	2
36	Spectrogram 1	1	265.515342507	266.715675177	1104.6	5608.1	squeak	3
37	Spectrogram 1	1	268.731280161	268.808913617	913.4	5013.3	squeak	1
38	Spectrogram 1	1	273.467229375	274.148015068	1083.4	5416.9	squeak	2
39	Spectrogram 1	1	275.282657891	275.354319543	955.9	5183.2	squeak	1
40	Spectrogram 1	1	278.344386451	278.422019907	743.5	4737.1	squeak	1
41	Spectrogram 1	1	280.845139927	281.113871122	807.2	5162.0	squeak 2	1
42	Spectrogram 1	1	283.169537816	283.963787792	934.7	3590.0	quank	2
43	Spectrogram 1	1	285.339043637	285.494310549	552.3	3526.3	quank	1
44	Spectrogram 1	1	286.904339471	287.829969142	616.0	4588.4	squeak	2
45	Spectrogram 1	1	289.334863833	289.394581876	828.5	4482.2	squeak	1
46	Spectrogram 1	1	290.924729985	291.074025093	764.7	3844.9	quank	1
47	Spectrogram 1	1	300.745791803	301.313113214	1147.1	5586.8	squeak	2
48	Spectrogram 1	1	302.710515427	302.812036100	1189.6	5247.0	squeak	1
49	Spectrogram 1	1	306.642011976	306.713673628	679.8	5119.5	squeak	1
50	Spectrogram 1	1	310.598828085	310.664517932	807.2	4843.4	squeak	1
51	Spectrogram 1	1	332.642983457	332.732560522	658.5	4928.3	squeak	1
52	Spectrogram 1	1	343.367528648	344.006511711	1232.1	5353.2	squeak	2
53	Spectrogram 1	1	345.433772945	345.499462793	892.2	5077.0	squeak	1
54	Spectrogram 1	1	348.688714686	348.802178968	1147.1	3568.8	quank	1
55	Spectrogram 1	1	350.311612926	350.419105404	934.7	4609.7	squeak	1
56	Spectrogram 1	1	351.983718138	352.055379790	786.0	4822.1	squeak	1
57	Spectrogram 1	1	355.182798197	355.278347067	361.1	4588.4	squeak	1
58	Spectrogram 1	1	368.550362545	368.616052392	509.8	4482.2	squeak	1
59	Spectrogram 1	1	371.650412092	372.149928017	807.2	5438.2	squeak	2
61	Spectrogram 1	1	373.081529493	373.159162949	849.7	5310.7	squeak	1
62	Spectrogram 1	1	381.561050779	381.638684235	1423.3	5778.0	squeak	1
