Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	call	note number
1	Spectrogram 1	1	19.300527850	19.403270578	730.2	3479.1	quank	1
2	Spectrogram 1	1	29.475430115	31.368059317	644.3	4295.2	wurp	9
3	Spectrogram 1	1	46.115122747	47.245292757	687.2	3307.3	wurp	6
4	Spectrogram 1	1	47.650856157	47.742783861	730.2	7130.1	squeak	1
5	Spectrogram 1	1	50.480222041	50.864155394	1073.8	3693.9	wurp	2
6	Spectrogram 1	1	55.041568182	55.912177616	1159.7	4767.7	quank	3
7	Spectrogram 1	1	61.944985221	62.004467853	472.5	5884.5	squeak	1
8	Spectrogram 1	1	63.340123319	63.464496095	558.4	4552.9	quank	1
9	Spectrogram 1	1	64.977921013	66.156758630	773.1	4295.2	wurp	6
10	Spectrogram 1	1	72.216603973	72.340976749	773.1	4338.2	quank	1
11	Spectrogram 1	1	76.311327666	76.387032834	515.4	5326.1	squeak	1
12	Spectrogram 1	1	77.441497676	77.490165284	558.4	5540.9	squeak	1
13	Spectrogram 1	1	78.321624960	80.030398754	558.4	4209.3	wurp	9
14	Spectrogram 1	1	93.942170880	95.715834818	1116.8	3779.8	wurp	10
15	Spectrogram 1	1	102.464968110	103.822253623	773.1	3479.1	wurp	8
16	Spectrogram 1	1	114.280880613	116.211362400	687.2	4080.5	wurp	11
17	Spectrogram 1	1	120.003883973	121.728880303	902.0	3779.8	wurp	11
18	Spectrogram 1	1	128.082307532	129.774858790	773.1	4080.5	wurp	10
19	Spectrogram 1	1	134.740471159	134.864843935	515.4	4424.1	quank	1
20	Spectrogram 1	1	135.048699343	136.773695673	859.0	4295.2	wurp	10
21	Spectrogram 1	1	138.433462549	138.568650349	730.2	4123.4	quank	1
22	Spectrogram 1	1	140.824201408	140.910721600	816.1	4209.3	quank	1
23	Spectrogram 1	1	147.465184459	149.211810837	558.4	4166.4	double	6
24	Spectrogram 1	1	149.444333854	149.520039022	730.2	5583.8	squeak	1
25	Spectrogram 1	1	150.287566239	150.433569063	859.0	4681.8	quank	1
26	Spectrogram 1	1	151.349633383	151.441561087	1030.9	4552.9	quank	1
27	Spectrogram 1	1	153.090852249	154.210207234	902.0	4467.0	quank	2
28	Spectrogram 1	1	155.275766342	156.286971087	816.1	4552.9	wurp	6
29	Spectrogram 1	1	159.213053635	159.332018899	558.4	4080.5	quank	1
30	Spectrogram 1	1	160.157113200	161.541436274	1116.8	3479.1	wurp	8
31	Spectrogram 1	1	161.709069146	161.795589338	687.2	6099.2	squeak	1
32	Spectrogram 1	1	162.785164035	162.914944323	773.1	3865.7	quank	1
33	Spectrogram 1	1	165.141202964	165.276390764	558.4	4080.5	quank	1
34	Spectrogram 1	1	166.049664981	167.439395566	1116.8	3951.6	wurp	8
35	Spectrogram 1	1	169.784619471	170.411890864	902.0	4123.4	quank	2
36	Spectrogram 1	1	172.360789976	173.842448266	1245.6	3693.9	wurp	8
37	Spectrogram 1	1	200.547316331	204.116274256	1116.8	4209.3	rapid	38
38	Spectrogram 1	1	206.387369230	224.373991224	816.1	4123.4	rapid	
39	Spectrogram 1	1	227.444779530	234.969442038	816.1	3865.7	rapid	
40	Spectrogram 1	1	236.314615355	236.487655739	816.1	4037.5	double	2
41	Spectrogram 1	1	237.855756277	238.023389149	601.3	4510.0	double	2
