Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	call	note number
1	Spectrogram 1	1	124.296700173	126.498045141	450.0	3500.0	double	10
2	Spectrogram 1	1	127.585567294	128.350136991	475.0	3550.0	double	4
3	Spectrogram 1	1	136.546591594	137.341949333	475.0	3650.0	double	4
4	Spectrogram 1	1	138.251692294	140.760917677	475.0	3900.0	double	8
5	Spectrogram 1	1	143.164145801	147.074227073	500.0	4275.0	double	12
6	Spectrogram 1	1	151.934136357	154.330472255	300.0	3550.0	double	8
7	Spectrogram 1	1	155.299064638	155.540237630	450.0	3550.0	double	2
8	Spectrogram 1	1	164.372391127	164.567382056	700.0	3625.0	double	2
9	Spectrogram 1	1	191.913505832	193.853152448	850.0	4275.0	wurp	11
10	Spectrogram 1	1	195.549486372	196.781008033	675.0	4175.0	double	4
11	Spectrogram 1	1	201.373500725	202.820538676	550.0	3675.0	double	8
12	Spectrogram 1	1	206.436258836	208.160389160	700.0	3500.0	wurp	9
13	Spectrogram 1	1	218.254530546	219.783669941	525.0	3300.0	wurp	8
14	Spectrogram 1	1	236.226718289	237.642968199	600.0	3725.0	wurp	7
15	Spectrogram 1	1	239.765790326	240.725350953	725.0	3475.0	wurp	9
16	Spectrogram 1	1	242.150632619	243.977389749	625.0	3850.0	wurp	10
17	Spectrogram 1	1	248.531236399	250.650479923	400.0	3450.0	wurp	11
18	Spectrogram 1	1	254.988810283	257.205549272	550.0	3650.0	wurp	8
20	Spectrogram 1	1	259.763465426	261.800607506	775.0	3450.0	wurp	11
21	Spectrogram 1	1	264.842848481	267.490620051	725.0	3850.0	wurp	14
22	Spectrogram 1	1	268.947276888	270.650881852	775.0	4025.0	wurp	16
23	Spectrogram 1	1	271.947558198	274.369550797	425.0	3525.0	wurp	13
24	Spectrogram 1	1	278.268403613	280.300414353	300.0	3150.0	wurp	11
25	Spectrogram 1	1	283.881124073	286.297985332	350.0	3350.0	wurp	13
26	Spectrogram 1	1	290.716921231	292.990104963	375.0	3100.0	wurp	12
27	Spectrogram 1	1	294.048012997	294.786925993	650.0	3150.0	wurp	7
28	Spectrogram 1	1	296.773341465	297.671326009	575.0	3300.0	wurp	5
29	Spectrogram 1	1	307.722598954	309.846973818	300.0	2950.0	wurp	11
30	Spectrogram 1	1	327.322917463	328.636540567	600.0	2750.0	wurp	7
31	Spectrogram 1	1	334.308110449	336.427353974	750.0	2750.0	wurp	11
32	Spectrogram 1	1	340.458712861	342.731896593	450.0	3400.0	wurp	12
