Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	call	note number
1	Spectrogram 1	1	46.783013943	49.059740486	998.400	6266.600	rapid	27
2	Spectrogram 1	1	49.960284133	50.042728270	722.300	5289.500	squeak	1
3	Spectrogram 1	1	54.944860190	55.331713446	892.200	4333.500	rapid	4
4	Spectrogram 1	1	58.764534413	59.126020243	382.400	4333.500	rapid	4
5	Spectrogram 1	1	61.890713512	62.264883055	446.100	4078.600	rapid	4
6	Spectrogram 1	1	71.797036103	72.380486917	637.300	4354.800	rapid	6
7	Spectrogram 1	1	79.229568686	79.527635949	573.600	3462.600	rapid	3
8	Spectrogram 1	1	82.817059766	83.406852436	573.600	3908.700	rapid	6
9	Spectrogram 1	1	90.399564457	90.494692307	1189.600	5501.900	squeak	1
10	Spectrogram 1	1	92.473351587	92.968016407	1572.000	5098.300	squeak	2
11	Spectrogram 1	1	95.676454817	95.746215240	679.800	4354.800	squeak	1
12	Spectrogram 1	1	97.737558234	97.820002370	743.500	4333.500	squeak	1
13	Spectrogram 1	1	103.289846940	105.325582929	1232.100	5948.000	squeak	3
14	Spectrogram 1	1	107.182568991	107.277696841	1380.800	5183.200	squeak	1
15	Spectrogram 1	1	110.277627852	110.360071988	807.200	5778.000	squeak	1
16	Spectrogram 1	1	116.727172651	118.306294961	934.700	5077.000	wurp	9
17	Spectrogram 1	1	126.853816375	128.490015395	892.200	5225.700	wurp	10
18	Spectrogram 1	1	131.031100126	131.113544262	913.400	4779.600	squeak	1
19	Spectrogram 1	1	136.212862636	136.301648629	594.800	5098.300	squeak	1
20	Spectrogram 1	1	210.942535176	212.711913186	786.000	3250.100	quank	3
21	Spectrogram 1	1	214.480934958	216.434226811	810.300	3603.900	quank	4
22	Spectrogram 1	1	219.332099070	220.384847277	639.700	3646.600	quank	3
23	Spectrogram 1	1	223.802751783	224.684269859	618.400	3454.600	squeak	2
24	Spectrogram 1	1	227.067629877	228.291608214	405.200	3113.400	quank	3
25	Spectrogram 1	1	229.490219124	229.877072380	362.500	2857.500	quank	1
26	Spectrogram 1	1	232.712580731	234.374147177	682.400	3689.200	quank	5
27	Spectrogram 1	1	235.483972094	236.086448477	789.000	3476.000	quank	2
28	Spectrogram 1	1	239.459371090	240.207710176	639.700	3177.400	quank	2
29	Spectrogram 1	1	241.558525646	245.081427024	511.800	3113.400	quank	6
