Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	call	note number
1	Spectrogram 1	1	59.682150310	61.977599998	776.4	3545.6	rapid	20
3	Spectrogram 1	1	67.207002229	67.650710287	879.9	3079.8	rapid	4
4	Spectrogram 1	1	68.851680098	69.046911644	776.4	3079.8	double	2
5	Spectrogram 1	1	71.639520163	72.603845676	828.2	3933.8	double	4
6	Spectrogram 1	1	72.870070511	73.301946354	828.2	3649.1	rapid	4
7	Spectrogram 1	1	73.911305421	74.124285289	957.6	3416.2	double	2
8	Spectrogram 1	1	75.981200772	76.176432317	802.3	3700.9	double	2
9	Spectrogram 1	1	81.246841708	82.583881990	465.8	3649.1	double	6
10	Spectrogram 1	1	85.221723656	85.470200168	440.0	3675.0	double	2
11	Spectrogram 1	1	87.280529046	87.469844484	750.5	3882.0	double	2
12	Spectrogram 1	1	90.445581003	90.717721946	724.6	3545.6	double	2
13	Spectrogram 1	1	91.806285715	92.019265583	543.5	3597.4	double	2
14	Spectrogram 1	1	104.167675556	104.966350061	414.1	3493.8	double	4
15	Spectrogram 1	1	106.019417186	106.226480946	465.8	3597.4	double	2
16	Spectrogram 1	1	110.325600957	112.467231851	388.2	3959.7	double	6
17	Spectrogram 1	1	114.163364480	114.340847704	647.0	3468.0	double	2
18	Spectrogram 1	1	117.624592840	120.156686826	414.1	4115.0	double	8
19	Spectrogram 1	1	124.811549906	127.627617049	284.7	3726.8	double	8
20	Spectrogram 1	1	130.853249064	131.906316188	698.8	3312.7	double	4
21	Spectrogram 1	1	134.447404229	134.778706246	569.4	3416.2	double	2
22	Spectrogram 1	1	136.586568187	138.728199081	517.6	3675.0	double	6
23	Spectrogram 1	1	140.054083878	144.540217808	672.9	3623.2	double	10
24	Spectrogram 1	1	145.726517245	148.116624651	776.4	4089.1	double	6
25	Spectrogram 1	1	153.668640157	153.928948884	983.5	4115.0	double	2
26	Spectrogram 1	1	155.153583125	156.845589854	543.5	4451.4	double	6
27	Spectrogram 1	1	161.267629031	162.362108908	750.5	4140.8	double	4
28	Spectrogram 1	1	164.072540688	164.823886333	698.8	4011.4	double	4
29	Spectrogram 1	1	168.761175730	169.003736135	543.5	3571.5	double	2
30	Spectrogram 1	1	171.558075374	172.818206259	595.2	3804.4	double	4
31	Spectrogram 1	1	173.908123488	175.819026192	362.3	5020.8	wurp	10
32	Spectrogram 1	1	185.567963092	187.419704722	698.8	4994.9	wurp	10
33	Spectrogram 1	1	191.520549415	193.011408490	465.8	5409.0	wurp	8
34	Spectrogram 1	1	199.014096308	200.676522499	595.2	4322.0	wurp	9
35	Spectrogram 1	1	208.241739411	209.720766272	362.3	4399.6	wurp	8
36	Spectrogram 1	1	212.756034702	214.211397133	543.5	3959.7	quank	4
37	Spectrogram 1	1	240.972461247	242.812370662	543.5	4115.0	wurp	10
38	Spectrogram 1	1	248.694269394	250.226541222	517.6	3597.4	wurp	8
39	Spectrogram 1	1	255.421865792	257.480671182	414.1	3519.7	wurp	11
40	Spectrogram 1	1	265.570325750	267.410235165	621.1	3830.3	wurp	10
41	Spectrogram 1	1	276.191026544	278.060516496	698.8	3519.7	wurp	10
42	Spectrogram 1	1	289.111673957	290.998912231	750.5	3700.9	wurp	10
43	Spectrogram 1	1	295.739373257	297.602947102	440.0	3700.9	wurp	10
44	Spectrogram 1	1	303.320613809	305.166439331	750.5	3649.1	wurp	10
45	Spectrogram 1	1	310.241346040	312.104919884	491.7	3649.1	wurp	10
46	Spectrogram 1	1	319.034340664	320.915662831	310.6	3907.9	wurp	10
47	Spectrogram 1	1	328.271720076	329.721166400	440.0	3726.8	wurp	8
48	Spectrogram 1	1	336.106305295	337.762815379	465.8	3882.0	wurp	9
49	Spectrogram 1	1	343.776287458	345.633945195	491.7	3804.4	wurp	10
50	Spectrogram 1	1	351.249990123	353.291047191	414.1	4192.6	wurp	12
51	Spectrogram 1	1	359.104419570	360.914748448	517.6	3649.1	wurp	10
52	Spectrogram 1	1	377.100344915	378.934338222	698.8	3856.2	wurp	10
