Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	call	note number
1	Spectrogram 1	1	103.724930296	104.688317725	647.0	4192.6	squeak	3
2	Spectrogram 1	1	108.893489945	108.957715774	362.3	4192.6	squeak	1
3	Spectrogram 1	1	111.858858750	111.928436731	388.2	4166.7	squeak	1
4	Spectrogram 1	1	112.913232770	112.993515056	336.4	4166.7	squeak	1
5	Spectrogram 1	1	125.516149364	125.575023041	595.2	4218.5	squeak	1
6	Spectrogram 1	1	168.564656332	169.046350046	647.0	5046.7	squeak	2
7	Spectrogram 1	1	174.861236417	174.936166550	207.0	3882.0	squeak	1
8	Spectrogram 1	1	178.447454898	178.538441489	310.6	4037.3	squeak	1
9	Spectrogram 1	1	181.592288727	181.661866708	569.4	3907.9	squeak	1
10	Spectrogram 1	1	192.378988827	192.625187837	440.0	4218.5	double	2
11	Spectrogram 1	1	194.694851255	194.898233046	362.3	3597.4	double	2
12	Spectrogram 1	1	196.284440514	196.364722800	491.7	3778.5	squeak	1
13	Spectrogram 1	1	197.636303293	197.721937731	388.2	4192.6	squeak	1
14	Spectrogram 1	1	198.690677313	198.760255294	465.8	4270.2	squeak	1
15	Spectrogram 1	1	204.254960403	204.340594841	336.4	4218.5	squeak	1
16	Spectrogram 1	1	205.234404289	205.314686575	232.9	4554.9	squeak	1
17	Spectrogram 1	1	214.073533316	214.533818421	647.0	5072.5	squeak	2
18	Spectrogram 1	1	216.488914143	216.558492124	362.3	5253.7	squeak	1
19	Spectrogram 1	1	218.792511991	218.872794276	491.7	4218.5	squeak	1
20	Spectrogram 1	1	221.605512371	222.488617514	362.3	4373.8	squeak	2
21	Spectrogram 1	1	241.451727802	242.195676984	931.7	4580.8	squeak	2
22	Spectrogram 1	1	246.679161128	246.754091262	828.2	4943.1	squeak	1
