Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	CALL
1	Spectrogram 1	1	23.779647503	54.037873913	613.8	4369.0	Playback
2	Spectrogram 1	1	56.038939883	56.256203191	577.7	4513.4	WBNU
3	Spectrogram 1	1	58.844585385	59.030811078	577.7	4802.3	WBNU
4	Spectrogram 1	1	62.654033642	62.833362086	686.0	6102.2	WBNU
5	Spectrogram 1	1	63.911246997	64.111267186	830.5	5524.5	WBNU
6	Spectrogram 1	1	66.143527062	67.843698663	1083.2	7654.8	WBNU
7	Spectrogram 1	1	70.378049927	70.553929748	722.2	6174.4	WBNU
8	Spectrogram 1	1	72.515556250	75.053743467	541.6	8810.2	WBNU
9	Spectrogram 1	1	77.018177918	77.211300858	613.8	7871.5	WBNU
10	Spectrogram 1	1	79.157345137	80.992013070	469.4	7041.0	WBNU
11	Spectrogram 1	1	83.168601151	90.490662816	613.8	7690.9	WBNU
12	Spectrogram 1	1	91.965139480	95.846755651	686.0	8413.1	WBNU
13	Spectrogram 1	1	97.576557000	97.748988197	505.5	8557.5	WBNU
14	Spectrogram 1	1	99.541631968	99.731306284	433.3	7943.7	WBNU
15	Spectrogram 1	1	103.179542891	103.372665832	469.4	6860.4	WBNU
16	Spectrogram 1	1	106.367218461	106.543098281	469.4	9243.5	WBNU
17	Spectrogram 1	1	116.235511643	116.418288712	433.3	8268.6	WBNU
18	Spectrogram 1	1	119.577608099	119.770731039	433.3	8449.2	WBNU
19	Spectrogram 1	1	128.352687494	128.552707683	325.0	8990.8	WBNU
20	Spectrogram 1	1	129.671082217	129.874551029	361.1	8232.5	WBNU
21	Spectrogram 1	1	131.825831342	132.012057034	469.4	7799.2	WBNU
22	Spectrogram 1	1	133.876228203	134.069351143	469.4	8160.3	WBNU
23	Spectrogram 1	1	135.491204583	136.629250482	686.0	7871.5	WBNU
24	Spectrogram 1	1	139.990377627	140.169706071	433.3	8629.7	WBNU
25	Spectrogram 1	1	142.202092622	142.402112810	325.0	8088.1	WBNU
26	Spectrogram 1	1	144.300770218	145.162926202	361.1	7221.5	WBNU
27	Spectrogram 1	1	146.253711744	146.433040189	288.9	7799.2	WBNU
28	Spectrogram 1	1	147.500579228	155.501125945	794.4	10543.4	WBNU
29	Spectrogram 1	1	156.633421649	157.685251949	758.3	9749.0	WBNU
30	Spectrogram 1	1	158.812311300	158.984742497	577.7	10074.0	WBNU
31	Spectrogram 1	1	160.697174212	162.990509129	469.4	9857.4	WBNU
32	Spectrogram 1	1	164.655807162	176.046612021	830.5	11121.1	WBNU
33	Spectrogram 1	1	177.126284357	177.309061426	541.6	8701.9	WBNU
34	Spectrogram 1	1	180.644260633	186.386219486	577.7	8629.7	WBNU
35	Spectrogram 1	1	188.146037611	189.053025706	397.2	8810.2	WBNU
36	Spectrogram 1	1	190.404119098	192.315677137	649.9	7763.1	WBNU
37	Spectrogram 1	1	194.157622181	196.971699312	649.9	7438.2	WBNU
38	Spectrogram 1	1	198.661904744	198.848130436	433.3	7004.9	WBNU
39	Spectrogram 1	1	200.259638005	201.383889408	758.3	7690.9	WBNU
40	Spectrogram 1	1	202.763592171	202.949817863	469.4	7185.4	WBNU
41	Spectrogram 1	1	206.028031172	209.705284614	577.7	6752.1	WBNU
42	Spectrogram 1	1	210.855590628	212.000533774	325.0	6102.2	WBNU
43	Spectrogram 1	1	213.193243654	215.461671013	541.6	6282.7	WBNU
44	Spectrogram 1	1	218.036132196	224.275199272	902.7	7293.7	WBNU
45	Spectrogram 1	1	227.601840118	227.794963058	505.5	6752.1	WBNU
46	Spectrogram 1	1	229.059967367	232.060270191	577.7	7293.7	WBNU
47	Spectrogram 1	1	233.778831910	233.975403474	288.9	7727.0	WBNU
48	Spectrogram 1	1	236.026694040	237.854464726	649.9	8485.3	WBNU
49	Spectrogram 1	1	239.311824785	239.494601854	505.5	7979.8	WBNU
50	Spectrogram 1	1	240.839691703	241.019020148	541.6	7799.2	WBNU
51	Spectrogram 1	1	243.798990902	243.988665218	325.0	7402.1	WBNU
52	Spectrogram 1	1	246.796098291	246.975426735	325.0	7402.1	WBNU
53	Spectrogram 1	1	248.856841023	249.046515340	325.0	7727.0	WBNU
54	Spectrogram 1	1	250.703769072	250.883097516	325.0	7546.5	WBNU
55	Spectrogram 1	1	256.232546291	257.325760079	361.1	7293.7	WBNU
56	Spectrogram 1	1	258.514894661	258.608007507	577.7	6535.5	WBNU
57	Spectrogram 1	1	297.831471925	300.166190330	433.3	11626.6	WBNU
58	Spectrogram 1	1	308.362921442	310.373469196	361.1	12168.3	WBNU
59	Spectrogram 1	1	320.083379025	321.993916685	469.4	12890.4	WBNU
60	Spectrogram 1	1	332.812749041	334.485331650	541.6	8485.3	WBNU
